partido_id,temporada,local_goles,visitante_goles,tiros_local,tiros_visitante,tiros_apuerta_local,tiros_apuerta_visitante,posesion_local,posesion_visitante,corners_local,corners_visitante
720746,2021,1,0,4,22,2,4,26,74,1,9
720743,2021,1,1,7,12,2,3,43,57,2,4
720742,2021,1,1,6,9,2,0,34,66,3,3
720739,2021,1,4,11,19,4,7,41,59,0,4
720744,2021,0,0,14,10,1,3,53,47,4,6
720741,2021,1,2,10,13,2,5,53,47,2,5
720740,2021,4,2,13,11,8,3,62,38,5,3
720745,2021,3,0,21,4,8,3,75,25,4,0
720747,2021,0,0,14,6,4,1,61,39,6,2
720748,2021,0,0,8,9,2,3,50,50,6,8
720752,2021,1,1,16,8,7,3,74,26,4,5
720749,2021,0,1,9,12,4,2,47,53,1,8
720755,2021,0,0,14,12,3,2,40,60,9,7
720754,2021,1,1,9,18,2,7,46,54,2,6
720750,2021,1,1,16,9,7,3,33,67,13,2
720758,2021,1,0,13,9,8,1,61,39,5,4
720751,2021,1,0,8,4,4,2,42,58,2,1
720787,2021,3,0,11,13,5,3,50,50,5,3
720780,2021,0,0,14,6,2,0,55,45,5,5
720788,2021,1,1,9,11,2,6,54,46,4,7
720779,2021,0,2,8,13,3,5,56,44,2,8
720784,2021,0,0,10,11,1,3,34,66,3,1
720785,2021,0,0,11,11,4,4,47,53,5,6
720782,2021,2,2,23,11,9,4,60,40,10,4
720786,2021,1,2,12,18,4,10,39,61,2,5
720781,2021,1,1,17,5,6,2,77,23,12,4
720790,2021,1,2,7,12,1,4,32,68,2,5
720756,2021,3,3,8,20,4,5,39,61,4,6
720753,2021,0,1,12,9,0,3,39,61,5,4
720757,2021,0,0,15,4,7,0,46,54,1,2
720763,2021,1,0,12,8,6,3,47,53,2,2
720766,2021,3,0,9,9,4,2,49,51,4,4
720762,2021,0,1,13,6,0,2,62,38,5,4
720765,2021,1,0,7,6,2,0,52,48,2,2
720768,2021,1,1,7,18,4,5,29,71,5,3
720761,2021,0,1,12,13,6,3,51,49,3,7
720760,2021,2,1,7,8,3,3,67,33,3,2
720764,2021,2,3,7,14,3,4,27,73,4,11
720767,2021,4,0,19,9,6,3,47,53,5,6
720759,2021,2,2,23,2,4,2,49,51,16,0
720774,2021,1,1,7,22,2,6,45,55,2,5
720769,2021,2,0,19,7,5,1,48,52,7,2
720773,2021,1,2,9,13,3,3,42,58,6,3
720811,2021,1,0,11,6,7,2,53,47,8,3
720813,2021,0,0,2,16,1,4,32,68,1,3
720810,2021,2,0,6,9,3,2,29,71,2,6
720818,2021,1,0,12,10,5,1,45,55,7,4
720815,2021,2,1,8,18,4,4,35,65,2,8
720817,2021,2,0,11,10,5,3,58,42,4,6
720812,2021,1,1,9,10,2,5,38,62,2,5
720814,2021,1,0,3,14,1,3,32,68,2,6
720824,2021,0,0,6,14,2,4,53,47,3,11
720826,2021,1,0,10,7,2,1,50,50,2,6
720841,2021,0,2,14,11,6,4,57,43,7,6
720843,2021,1,1,18,6,3,4,77,23,5,0
720845,2021,2,2,10,7,3,3,35,65,5,2
720858,2021,1,2,13,17,4,5,44,56,5,4
720855,2021,2,0,16,10,4,3,64,36,4,5
720856,2021,2,0,9,11,3,1,25,75,7,6
720850,2021,1,1,16,3,5,2,79,21,9,0
720852,2021,1,1,13,11,2,5,44,56,6,5
720849,2021,3,0,18,8,9,1,47,53,13,0
720851,2021,2,1,12,10,7,3,44,56,6,11
720888,2021,1,3,14,12,2,6,50,50,4,4
720881,2021,3,1,26,8,8,2,60,40,5,8
720884,2021,1,0,8,10,2,4,40,60,2,9
720883,2021,1,4,9,17,1,7,37,63,4,8
720886,2021,2,1,14,11,4,6,53,47,0,4
720885,2021,1,1,17,10,4,4,50,50,5,4
720825,2021,1,0,17,18,7,2,62,38,7,6
720893,2021,2,1,9,14,2,2,44,56,3,5
720896,2021,1,0,8,16,3,2,45,55,5,8
720890,2021,0,1,12,8,3,2,63,37,6,1
720913,2021,4,1,15,8,6,5,46,54,4,2
720909,2021,3,2,9,16,6,8,44,56,5,6
720912,2021,1,0,18,11,4,2,49,51,4,3
720915,2021,0,0,36,4,9,0,82,18,13,2
720914,2021,3,4,15,15,9,8,51,49,6,4
720778,2021,5,2,24,4,10,2,62,38,6,2
720777,2021,1,1,5,23,1,7,41,59,4,9
720822,2021,2,1,6,15,4,3,40,60,2,7
720939,2021,1,2,15,12,2,7,40,60,7,0
720926,2021,1,2,12,15,2,4,37,63,7,5
720956,2021,2,2,16,6,5,4,65,35,7,0
720950,2021,3,2,16,7,6,3,65,35,5,4
720951,2021,0,2,6,16,2,7,55,45,4,3
720954,2021,2,2,23,3,8,2,65,35,10,3
720955,2021,0,0,9,9,3,2,70,30,7,2
720957,2021,0,1,29,9,3,3,67,33,9,7
720949,2021,0,1,6,10,2,4,24,76,1,10
720964,2021,3,0,14,11,8,2,41,59,2,8
720968,2021,3,1,14,6,4,2,60,40,7,3
720963,2021,2,1,17,12,5,5,46,54,6,4
720984,2021,1,1,11,7,4,2,44,56,3,7
720987,2021,1,4,11,7,5,6,36,64,8,3
720980,2021,2,1,14,10,5,1,55,45,4,7
720979,2021,4,0,18,9,8,2,47,53,6,4
720981,2021,1,1,8,13,4,3,63,37,2,5
720994,2021,3,0,11,8,4,3,43,57,3,3
720991,2021,0,1,23,8,3,4,67,33,14,1
720992,2021,2,2,12,7,3,3,49,51,6,1
720997,2021,0,1,19,13,5,6,34,66,5,9
720989,2021,2,0,13,16,6,2,36,64,5,9
721019,2021,2,3,11,12,6,3,50,50,6,2
721028,2021,0,1,8,8,2,3,56,44,4,2
721024,2021,3,1,20,13,7,4,45,55,6,1
721027,2021,0,1,15,11,3,3,55,45,3,6
721023,2021,1,0,12,10,3,4,45,55,6,6
721021,2021,0,0,9,7,3,1,52,48,2,2
721022,2021,1,0,16,3,7,1,42,58,6,3
721026,2021,0,0,10,13,0,2,60,40,7,3
721025,2021,0,4,14,18,4,10,41,59,4,3
721034,2021,1,0,16,7,3,1,62,38,5,1
721053,2021,1,2,12,11,5,6,40,60,6,6
721054,2021,1,4,16,17,4,8,53,47,13,2
721051,2021,2,1,10,11,3,5,52,48,6,3
721050,2021,0,2,10,6,2,4,50,50,5,4
721056,2021,2,3,7,15,2,6,41,59,0,3
721052,2021,0,1,18,6,6,4,75,25,8,1
721062,2021,2,1,5,12,3,4,40,60,0,6
721060,2021,0,1,18,9,3,1,65,35,2,3
721068,2021,2,0,12,5,5,1,58,42,3,2
721059,2021,0,0,22,7,1,2,64,36,11,1
721080,2021,1,0,16,15,2,6,41,59,4,6
721096,2021,0,3,19,9,5,5,45,55,7,3
721091,2021,1,0,12,8,2,1,41,59,2,7
721090,2021,3,1,10,13,4,5,54,46,2,8
721089,2021,2,1,27,5,9,3,46,54,12,3
721092,2021,1,1,12,6,1,0,68,32,7,2
721095,2021,0,0,18,10,4,2,72,28,6,3
721098,2021,0,2,9,11,0,6,56,44,6,3
721094,2021,3,0,13,14,7,1,53,47,2,12
721097,2021,1,5,17,11,3,8,56,44,9,3
720775,2021,1,4,11,10,2,4,57,43,4,4
720771,2021,0,2,6,16,1,4,22,78,2,8
720776,2021,5,2,15,11,11,4,60,40,7,3
720770,2021,0,1,10,8,1,3,56,44,8,2
720772,2021,1,2,11,19,2,9,43,57,6,8
720783,2021,1,2,14,7,4,3,78,22,7,1
720789,2021,1,2,8,8,1,3,47,53,2,1
720794,2021,0,2,6,4,2,2,45,55,2,4
720797,2021,3,1,11,8,5,3,58,42,1,4
720793,2021,1,0,10,7,2,2,53,47,4,8
720798,2021,4,1,14,9,9,3,60,40,8,7
720831,2021,1,2,12,10,2,5,52,48,7,4
720832,2021,3,2,11,14,5,3,46,54,4,4
720830,2021,2,2,17,8,4,4,56,44,4,3
720833,2021,0,3,11,16,2,8,34,66,2,7
720839,2021,1,0,16,4,5,1,38,62,4,7
720844,2021,1,1,14,23,3,7,46,54,8,12
720848,2021,3,3,14,9,5,4,77,23,8,2
720847,2021,1,0,13,16,3,1,31,69,3,7
720842,2021,1,1,11,10,4,3,30,70,4,2
720840,2021,4,1,14,10,9,4,61,39,4,7
720882,2021,0,0,12,11,2,0,53,47,2,0
720889,2021,1,2,14,10,6,3,59,41,8,5
720895,2021,0,2,11,13,0,8,51,49,5,5
720897,2021,1,0,7,10,0,3,50,50,6,3
720898,2021,3,1,8,15,3,6,57,43,3,3
720894,2021,0,0,11,11,3,1,58,42,7,2
720891,2021,1,2,11,8,5,5,67,33,6,4
720892,2021,0,0,17,9,5,3,45,55,5,3
720902,2021,0,0,12,14,1,5,48,52,7,4
720904,2021,4,3,17,14,8,5,52,48,4,2
720932,2021,2,0,16,15,8,8,43,57,5,5
720935,2021,1,0,12,4,3,0,41,59,6,4
720930,2021,1,1,14,13,4,1,35,65,3,2
720934,2021,4,1,23,12,8,7,67,33,3,8
720937,2021,1,1,17,9,7,5,58,42,6,4
720936,2021,1,0,10,4,1,2,67,33,5,2
720929,2021,0,0,12,10,1,2,42,58,7,5
720933,2021,2,0,15,6,5,1,60,40,5,7
720938,2021,2,2,13,7,3,5,60,40,7,3
720931,2021,1,2,11,3,2,2,54,46,13,0
720988,2021,2,1,9,13,5,2,44,56,2,3
720983,2021,1,4,20,15,5,7,38,62,9,2
720985,2021,0,3,14,5,4,4,62,38,4,2
720982,2021,1,1,9,6,2,1,65,35,7,2
720986,2021,3,0,23,7,9,2,70,30,7,1
720998,2021,5,1,19,7,11,2,65,35,10,3
720996,2021,2,1,12,10,3,2,46,54,4,4
720995,2021,1,0,11,11,5,1,58,42,6,5
720990,2021,4,0,17,6,7,3,72,28,5,0
720993,2021,0,0,6,12,1,4,37,63,0,4
721020,2021,1,1,22,7,11,2,66,34,8,2
721036,2021,2,0,13,13,4,2,41,59,1,8
721033,2021,1,2,10,12,4,6,55,45,9,3
721030,2021,4,1,14,7,8,1,49,51,7,2
721029,2021,2,1,16,6,6,2,48,52,7,4
721032,2021,4,1,24,10,8,3,55,45,11,7
721038,2021,0,0,5,4,1,3,51,49,4,3
721035,2021,2,2,17,10,9,4,64,36,5,4
721031,2021,1,0,19,8,6,3,55,45,9,2
721037,2021,1,0,17,8,6,2,68,32,6,0
720796,2021,6,1,18,17,12,5,59,41,3,2
720792,2021,2,3,10,20,2,11,38,62,4,7
720795,2021,1,3,11,16,3,9,48,52,4,7
720791,2021,0,0,13,6,3,2,32,68,4,5
720799,2021,1,0,7,13,1,1,29,71,3,8
720807,2021,1,1,13,12,6,4,52,48,4,5
720806,2021,2,0,12,13,5,2,54,46,4,8
720804,2021,0,0,15,6,2,2,49,51,6,3
720803,2021,2,3,17,11,8,6,56,44,5,5
720857,2021,0,0,11,10,5,4,53,47,4,7
720853,2021,0,3,12,12,3,6,48,52,3,5
720860,2021,0,1,15,8,5,4,70,30,5,1
720864,2021,2,0,17,18,6,5,43,57,5,3
720862,2021,3,3,18,10,4,6,53,47,3,1
720859,2021,2,1,10,12,3,7,61,39,1,3
720866,2021,2,1,15,19,7,7,55,45,4,5
720868,2021,1,0,10,5,4,2,67,33,6,4
720867,2021,3,3,11,13,5,7,48,52,9,0
720865,2021,0,2,6,9,2,4,43,57,5,2
720923,2021,1,0,6,14,3,4,26,74,2,9
720920,2021,2,0,15,5,5,0,50,50,8,2
720928,2021,0,0,18,10,2,5,48,52,6,3
720919,2021,1,1,19,9,5,4,35,65,2,3
720921,2021,0,2,18,7,7,5,54,46,3,3
720922,2021,0,1,13,13,3,4,35,65,4,3
720927,2021,5,0,17,7,7,3,58,42,6,5
720925,2021,1,3,15,17,4,5,57,43,4,5
720924,2021,0,1,8,14,2,4,25,75,2,8
720948,2021,1,0,5,9,2,4,49,51,3,8
720971,2021,3,2,16,7,5,2,45,55,6,6
720940,2021,0,1,10,8,1,5,54,46,5,3
720944,2021,0,2,13,13,1,3,52,48,3,4
720999,2021,0,0,14,13,2,4,34,66,5,5
721005,2021,1,0,12,10,3,1,28,72,6,8
721004,2021,2,0,4,12,1,3,55,45,1,5
721007,2021,3,1,12,7,4,0,52,48,3,6
721006,2021,4,1,18,1,8,1,64,36,7,1
721003,2021,2,0,13,14,7,3,47,53,5,6
721008,2021,1,2,13,20,3,9,32,68,5,6
721066,2021,1,3,12,23,3,11,35,65,3,4
721065,2021,2,3,15,13,6,6,45,55,10,4
721064,2021,0,1,6,13,2,2,57,43,3,10
721063,2021,2,3,27,9,8,7,58,42,4,1
721067,2021,0,1,8,11,5,1,56,44,5,3
720941,2021,0,1,18,3,5,1,71,29,9,1
721075,2021,1,1,11,10,6,4,57,43,5,6
721069,2021,2,1,11,16,5,6,33,67,5,8
721074,2021,4,0,11,20,5,6,58,42,6,8
721076,2021,1,1,6,24,1,6,32,68,1,7
721104,2021,0,0,9,5,3,1,29,71,5,5
721105,2021,1,1,21,16,7,7,38,62,10,2
721103,2021,2,1,12,11,5,4,45,55,5,3
721113,2021,0,0,17,11,3,2,52,48,8,5
721117,2021,2,4,19,14,8,7,56,44,7,3
721116,2021,2,0,10,9,3,3,45,55,3,3
721118,2021,3,1,19,7,9,2,59,41,8,3
721109,2021,0,1,9,13,2,6,50,50,4,4
721111,2021,0,0,15,10,5,5,39,61,7,3
721112,2021,0,2,11,14,1,6,63,37,5,7
720800,2021,3,0,20,6,12,2,70,30,11,1
720805,2021,1,0,18,5,5,2,64,36,6,1
720808,2021,3,1,13,6,6,1,59,41,4,3
720801,2021,2,0,20,8,5,3,51,49,3,3
720802,2021,1,0,14,7,5,4,73,27,5,3
720809,2021,1,0,16,17,5,5,56,44,13,9
720816,2021,1,0,7,7,3,0,51,49,6,3
720827,2021,2,1,10,7,4,3,53,47,6,2
720821,2021,0,1,14,8,3,2,46,54,5,4
720828,2021,1,2,11,6,6,2,73,27,4,4
720820,2021,3,1,12,9,5,3,61,39,9,3
720819,2021,0,1,14,19,2,4,36,64,7,7
720823,2021,2,0,14,13,6,2,54,46,7,9
720835,2021,1,1,17,9,6,4,42,58,4,1
720906,2021,2,0,7,9,3,6,61,39,3,6
720903,2021,1,1,13,16,3,5,34,66,8,1
720911,2021,3,1,12,6,5,3,52,48,3,3
720918,2021,2,0,20,6,5,4,62,38,5,5
720916,2021,1,3,8,15,4,8,39,61,5,5
720910,2021,3,2,19,5,8,3,73,27,5,0
720917,2021,2,1,6,15,2,3,55,45,4,7
720942,2021,4,0,18,9,5,2,61,39,8,3
720946,2021,2,2,10,14,4,7,47,53,3,2
720943,2021,2,0,5,9,3,0,47,53,0,5
721001,2021,1,3,18,8,6,6,65,35,10,3
721000,2021,3,1,17,5,9,2,50,50,4,3
721009,2021,2,1,6,14,5,3,46,54,0,4
721015,2021,1,1,14,6,3,1,56,44,8,2
721014,2021,0,1,15,13,4,2,57,43,3,3
721018,2021,1,0,10,12,3,2,50,50,5,6
721013,2021,0,0,16,6,6,0,53,47,5,3
721017,2021,1,1,10,3,2,2,43,57,5,6
721011,2021,1,0,8,11,5,2,51,49,5,6
721016,2021,1,0,15,13,6,4,60,40,6,4
721085,2021,3,0,17,4,7,2,55,45,8,1
721081,2021,1,2,14,11,5,5,42,58,4,8
721084,2021,0,0,12,12,6,1,44,56,4,5
721088,2021,1,1,14,7,7,2,53,47,4,2
721086,2021,1,1,12,12,3,5,51,49,6,6
721093,2021,6,0,27,16,16,1,54,46,6,6
721106,2021,1,1,5,18,3,5,48,52,2,3
721100,2021,1,1,12,8,3,4,41,59,4,5
721099,2021,2,0,14,8,8,1,45,55,10,6
721108,2021,1,2,10,11,4,6,49,51,4,3
720837,2021,2,2,20,9,6,4,73,27,5,0
720834,2021,0,2,23,8,4,4,61,39,14,3
720838,2021,2,2,12,20,7,7,58,42,3,7
720829,2021,2,1,14,11,7,3,52,48,9,2
720836,2021,5,3,18,12,11,7,61,39,10,3
720846,2021,0,0,17,7,3,0,75,25,11,3
720854,2021,1,1,8,11,3,5,54,46,2,7
720863,2021,2,2,18,7,6,2,52,48,3,3
720861,2021,0,2,8,12,1,2,26,74,2,1
720874,2021,0,0,15,7,2,2,49,51,6,3
720871,2021,1,1,12,18,3,6,57,43,3,5
720876,2021,2,2,16,8,6,3,68,32,5,2
720869,2021,1,0,15,9,2,3,61,39,7,4
720870,2021,1,0,16,12,6,2,65,35,4,4
720872,2021,4,0,17,10,8,2,47,53,3,7
720873,2021,1,4,11,21,3,10,32,68,8,6
720878,2021,0,3,14,9,4,4,58,42,10,1
720875,2021,0,0,9,8,2,3,62,38,2,4
720877,2021,3,1,15,11,6,5,53,47,6,4
720972,2021,0,0,8,6,2,1,44,56,3,3
720978,2021,0,0,9,17,2,6,44,56,3,3
720977,2021,0,3,10,12,3,5,55,45,4,5
720970,2021,4,3,11,10,7,4,50,50,5,4
720969,2021,2,1,9,9,5,4,41,59,5,9
720974,2021,2,4,12,19,4,11,41,59,5,7
720975,2021,2,0,18,15,8,2,57,43,6,5
720973,2021,2,2,10,12,4,4,36,64,3,5
721002,2021,4,3,16,12,8,3,59,41,4,5
721010,2021,4,0,24,4,9,3,72,28,5,1
721079,2021,0,0,10,4,5,1,59,41,4,2
721082,2021,4,0,15,3,8,1,67,33,7,1
721102,2021,1,0,14,10,5,1,49,51,7,5
721107,2021,3,1,15,6,5,2,64,36,3,4
721101,2021,2,0,11,14,4,4,61,39,4,9
721110,2021,0,2,14,4,3,3,70,30,12,1
721115,2021,1,0,13,10,3,1,66,34,5,0
721114,2021,1,2,12,6,3,5,62,38,3,2
720880,2021,2,2,17,8,5,4,63,37,8,3
720879,2021,1,2,13,8,5,5,42,58,5,3
720887,2021,1,1,9,12,4,6,42,58,3,9
720899,2021,1,1,9,11,1,2,65,35,1,1
720907,2021,2,1,21,8,8,4,41,59,8,1
720900,2021,0,1,13,6,2,1,55,45,9,2
720908,2021,2,0,13,19,5,7,52,48,5,6
720905,2021,2,2,8,10,3,2,38,62,6,5
720901,2021,4,0,11,15,5,5,48,52,4,7
720958,2021,3,0,12,8,6,2,56,44,10,6
720962,2021,2,0,13,11,3,0,52,48,7,2
720965,2021,0,0,9,9,3,4,27,73,1,1
720967,2021,0,0,14,8,3,2,40,60,9,9
720960,2021,4,2,9,10,4,4,57,43,3,5
720961,2021,0,2,9,9,3,3,60,40,6,6
720966,2021,1,0,24,7,11,3,66,34,9,2
720959,2021,2,1,7,7,4,3,43,57,5,3
720976,2021,2,0,14,7,6,1,57,43,5,4
721012,2021,0,3,14,11,3,5,38,62,1,6
720947,2021,1,1,10,12,2,3,32,68,4,4
720945,2021,4,2,12,7,4,4,50,50,4,8
720952,2021,1,4,12,15,4,8,38,62,6,5
720953,2021,0,2,15,8,8,2,66,34,8,2
721045,2021,4,2,16,15,8,5,73,27,14,3
721040,2021,1,2,10,10,4,3,40,60,8,4
721039,2021,1,0,10,9,3,1,33,67,1,6
721047,2021,1,1,11,12,5,6,60,40,7,2
721044,2021,2,0,26,8,8,0,69,31,10,2
721072,2021,0,0,13,9,2,4,35,65,2,4
721087,2021,2,1,16,21,7,6,35,65,7,6
721083,2021,2,6,18,14,8,7,59,41,5,5
721043,2021,1,0,15,8,4,2,65,35,7,3
721041,2021,1,0,11,10,2,5,47,53,2,3
721048,2021,1,2,10,17,1,6,50,50,8,9
721042,2021,2,3,11,14,6,7,36,64,4,3
721046,2021,1,1,11,6,4,2,56,44,5,4
721055,2021,0,0,9,9,2,2,57,43,8,1
721058,2021,3,0,6,13,2,2,52,48,2,1
721049,2021,1,0,11,20,5,3,38,62,2,12
721057,2021,1,2,11,9,4,3,52,48,9,5
721061,2021,0,2,9,6,2,3,71,29,2,1
721070,2021,2,0,11,9,4,3,43,57,5,3
721078,2021,1,1,11,9,4,3,57,43,7,4
721073,2021,1,1,15,13,6,6,42,58,5,4
721077,2021,1,1,13,8,7,3,44,56,8,5
721071,2021,2,1,17,6,5,2,71,29,5,2
